tweetID,tweet,rating
823516395375726592,i've been apologizing all my life for who i am. for loving too deeply. for speaking too loudly. for being too passionate. i'm just so done.,0
823440038889328641,"you can only be so strong for so long until you reach a point where you break physically, mentally, emotional.",0
821171673084764161,"my biggest mistake ever is thinking that people care for me as much as i do for them, but in reality it's almost always one sided.",0
818111584027348995,"i don't tweet for sympathy, or attention i express my thoughts and feelings. this is my outlet where i can say stuff without feeling judged.",0
818102729130188802,when i die dont go to my grave and sit there telling me how much you love and miss me those are the things i needed to hear when i was alive,0
815957694334976000,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",0
815952651934310400,"i overthink a lot, i'm sensitive and clingy but i really do try my hardest to be good enough so i'm sorry if that's not enough.",0
810123450853433344,"do you ever just sit there and realize that you mean nothing to anyone and you start feeling lost, alone, and unloved, and truly unwanted.",0
809746306348351488,"she pretends like nothing happened because she wants people to see her strong only she knows how painful, emotionaly, mentally she really is",0
808329776645619712,i say sorry a lot because i secretly feel that everything is my fault.,0
807259803642757120,"being sad for no reason is worse than being sad for a reason, because there's absolutely nothing you can do to make yourself feel better.",0
784152586685288450,i prefer to distance myself whenever im mad because i turn into the most heartless person you'll ever meet and you're going hate me for that,0
784083950436093953,"every single time i put myself back together again, i watch myself fall apart once again and every single time is worse than the time before",0
756143859424370688,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",0
754987855814864896,"""why are you sad?""
""i don't know""
""no reason?""
""oh no there are plenty of reasons, i'm just not really sure which one it is this time""",0
754261712560279552,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,0
749915835448176640,"she might be laughing but deep inside she's hurting, she's trying to get her mind off things that make her upset by pretending to be fine.",0
749869790924124161,#GrowingUpWithAnxiety i literally notice the smallest of changes in how people treat me and i overthink into thinking everyone hates me.,0
748943906516062208,#GrowingUpWithAnxiety you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,0
748934716632342528,"#GrowingUpWithAnxiety people thinking you're rude, or always in a bad mood.",0
748897801648508928,"it's easier just to say ""i’m fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",0
741457887600345088,do you ever just make up scenarios in your head that you know will never happen but it makes you so happy so you just keep on imagining them,0
741443750308646912,"""oh ok"" actually means my heart just got ripped into a million pieces but i won't tell you because you wouldn’t care how i feel anyway.",0
738757407031975937,"i never really know where i stand in some people's life... one minute they treat me like i'm something special, then nothing the next.",0
738638040126480384,the worst feeling is when you find out you didn't mean as much to someone as you thought you did and you look so stupid for caring too much.,0
738562725614256128,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,0
736984340907724801,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",0
736938164070154240,every night i think about all the mistakes i’ve made and how much i regret making those decisions because my life could have been different.,0
736926960220143619,"the worst type of crying is at night, when everyone's asleep and you have to control it with your hand over your mouth to not make a sound.",0
734387620378226688,"sometimes it's better to keep silent than to tell others how you feel because it hurts knowing they can hear you, but not understand you.",0
734292422335696896,i hate getting flashbacks from things you don't want to remember. it feels like your heart suddenly drops and anxiety starts taking you over,0
734235045301387264,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",0
734003686309957633,"i'm sorry i have trust issues, but when you give someone everything and they toss it away like nothing, something inside of you breaks.",0
733664211218243584,"do you ever feel physically sick because you know you're not good enough for anyone and can't do anything right, no matter how hard you try.",0
733651693775118336,"i need someone who will understand how unstable i am, sometimes being alone can be dangerous for me but other times its exactly what i need.",0
733611982213939200,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",0
724910679011000320,"my only relief is to sleep, when i'm sleeping, i'm not sad, i'm not angry, i'm not scared, i'm not hurting, i'm not lonely. i'm just nothing",0
724460040476712960,i'm disappointed in myself.. because i know i'm better than the choices i keep making and the things i choose to deal with.,0
724427369256095745,"i hate this feeling like i'm here, but i'm not.like someone cares but they don't. it's like i belong somewhere anywhere but here.",0
723869011205824513,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,0
723751290652622849,i literally notice the smallest of changes in how people treat me and i overthink into thinking everyone hates me.,0
723692740836347904,"i feel myself changing. i don't laugh the same anymore, i don't smile the same, or talk the same. i'm just so tired and mentally exhausted.",0
718849944652623872,"i think i'm afraid to be happy because whenever i get too happy, something bad always happens.",0
718749098447212544,"pain changes people, it makes them trust less, overthink more, and shut people out",0
718714260914724864,"nothing hurts more then being ignored, replaced, forgotten, lied to.",0
717760075482333184,i prefer to distance myself whenever im mad because i turn into the most heartless person you'll ever meet and you're going hate me for that,0
717750715783864320,you think you’re doing okay and then suddenly it’s a nighttime and you’re alone and you’re not really sure how to distract yourself anymore.,0
717714104450834432,social anxiety sucks. you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,0
717689896341622785,"all the things i did wrong:

1. i relied on someone for my happiness.
2. i love people more than i love myself.
3. i never asked for help.",0
714043421007065088,we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,0
713941169525301248,"typing 'haha' when you can't even smile, acting like you're happy when all you want to do is cry, tell everyone you're okay when you're  not",0
713715569124487169,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",0
713634174196842496,do you ever feel the need to ask someone if they actually still want you in their life because it always feels like they don't really care.,0
713559946445455360,"she took a deep breath and closed her eyes, wanting to scream out so loud but with all the strength she had, she kept everything inside.",0
713004544930631681,"you smile, but all you want is to cry. you talk, but you really just want to be quiet. you pretend like you're happy, but you really aren't.",0
712981393383395328,"that worthless feeling where you should just lock yourself in a dark room, because everything you do or say just seems to piss people off.",0
712943137870602241,"she's scared to get to close to anyone anymore, because everyone who promised her they would stay, turned their back on her and walked away.",0
711882401442430976,have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone and everything,0
711470204732047360,"do you ever write a really long message and about halfway through you're like ""you know what, they don't even care"" and end up deleting it.",0
711418733302943744,i'm scared to get close to people because i think they will eventually walk out of my life no matter how close we are because they always do,0
710999529743454208,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,0
710653141771886592,i cannot make you understand. i cannot make anyone understand what is happening inside me. i cannot even explain it to myself.,0
681125102486814721,"she’s hurts, mentally and emotionally. but everyday, she walks with a smile, because that’s who she is, the girl who never stopped smiling.",0
681115609728299008,"when i’m hurt, i shut down, i turn into a total bitch i shut off my emotions i act differently towards everything and everyone and i hate it",0
681112779273588736,"so many people in this world have trust issues because people say ""i'm here for you"" and then run away as soon as things start to fall apart",0
680753199809085441,"just because her eyes don't tear up, doesn't mean her heart doesn't cry and just because she comes off strong doesn't mean nothing is wrong.",0
679283133578002432,hate getting flashbacks from things you don't want to remember; it feels like your heart suddenly drops and anxiety starts taking over վou.,0
679276352265031680,when i cry about one thing i end up crying about everything that's messed up in my life.,0
679117043711389696,it really sucks wanting to talk to someone but you really don't want to annoy anyone because they seem totally fine without you....,0
678979743027363840,everything is changing and i don't know where i fit anymore.,0
678959314292228098,"they say ""it will get better"" but its a lie... it doesnt get better. you just get used to it.",0
678939510869127172,"it's painful to say goodbye to someone you don't want to let go, but more painful to ask someone to stay when you know they want to leave.",0
678898280437186561,"i hate the fact that i cry when i'm angry and that's the worst thing ever, because you're trying to act tough and mean but instead you cry.",0
678207959134932992,the worst sadness is the sadness you've taught yourself to hide.,0
678203243151753216,"every night i convince myself tomorrow will be different, but it never is.",0
678199647521792000,my biggest problem is overthinking everything.,0
678165640918654977,"you smile, but you want to cry, you talk but you just want to be quiet. and you pretend that you''re happy, but you aren't.",0
677587115027263488,i'm the type of person that one thing can change my mood completely and i can go from confident to insecure in a matter of seconds.,0
677543991760564224,"i'm a paradox, neither happy or sad. i smile at pretty things &amp; laugh at funny things, but at night i become a mess of emotions and thoughts",0
677167497158651905,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",0
677126228629843969,Have you ever just randomly started crying because you've been holding in all of these emotions and pretending to be happy for way too long?,0
676988702531452929,it hurts so much when you can feel yourself becoming less and less important to the one person who truly means the most to you.,0
675719524335771648,"she might be laughing but deep inside she's hurting, she's trying to get her mind off things that make her upset by pretending to be fine.",0
675681064950476800,"pain changes people, it makes them trust less, overthink more, and shut people out.",0
675648690560696320,"have you ever really wanted to ask a question, but you didn't because you knew in your heart that you wouldn't be able to handle the answer?",0
675343722523983872,"""you've changed""

try going through what i've gone through and then see if you're the same. pain changes people it makes it harder to trust.",0
675299438668161024,"physically, mentally, emotionally tired.",0
675183932921507840,"just because her eyes don't tear up, doesn't mean her heart doesn't cry and just because she comes off strong doesn't mean nothing is wrong.",0
673081548392960000,Its sad nobody ever knows how much someone is actually hurting... Someone right next to you could be completely broken and you wouldn't know,0
673049809205354496,"you're so afraid to tell people how you feel because you fear rejection, so you bury it deep inside yourself where it only destroys you more",0
672945279067262976,"my problem is that i start depending on people for my happiness, and when they leave like they always do, they take my happiness with them.",0
672793541047771137,every night i think about all the mistakes i’ve made and how much i regret making those decisions because my life could have been different.,0
672773538533605377,"how painful is it to say ""i'm fine"" to the person who's the reason you're broken.",0
672769865137045504,"she pretends like nothing happened because she wants people to see her strong only she knows how painful, emotionaly, mentally she really is",0
672749774550921217,"i think i'm afraid to be happy because whenever i get too happy, something bad always happens.",0
672488381427814400,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",0
672444265302110208,one minute everything is okay and the next i have no idea what's going on,0
672374837466161152,the worst feeling is feeling unwanted by the person you needed the most.,0
672353512714452994,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",0
671670870163632128,"it really hurts when someone is not in the mood to talk to you, but when it comes to someone else, they act like the happiest person alive.",0
671637802178781184,"the worst type of crying is at night, when everyone's asleep and you have to control it with your hand over your mouth to not make a sound.",0
670958861453418496,it's scary that you never really know what someone is thinking or feeling towards you and everything that they say could be one massive lie.,0
670931157307940864,"all i ever wanted is for someone to not give up on me, no matter how much i screw up and no matter how much i push them away they will stay.",0
670783575101276160,i'm so sorry for all the people that have to deal with my constant up and down moods daily.,0
670748958893838336,"i never really know where i stand in some people's life... one minute they treat me like i'm something special, then nothing the next.",0
668783242451914752,"how many times have you typed, ""i'm okay"" while crying?",0
668431619032682496,"she's scared to get to close to anyone anymore, because everyone who promised her they would stay, turned their back on her and walked away.",0
668343465613262848,"it's easier just to say ""I’m fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",0
668338744932462592,you think you’re doing okay and then suddenly it’s a nighttime and you’re alone and you’re not really sure how to distract yourself anymore.,0
665224652537511936,i'm sorry i can't live up to your expectations. i'm sorry i can't be normal like everyone else. i'm sorry i'm not as good as everyone else.,0
665201449605836801,"i can't stand how quickly my mood changes, it effects my whole life because nobody understands me and people just get really annoyed with me",0
665170231627649024,dont come to my gravestone and display emotions which you never once showed to me while i was breathing because that could've kept me alive.,0
665138417609478145,have you ever been in one of those moods where you don't really know whats wrong but you feel really irritated with everyone and everything,0
665132515871473664,"have you been so sad and tired and want to be alone, but at the same time you really wish there was someone who you could talk to who cares.",0
664715155939311617,"i'm the girl who pretends people words don't hurt me, just so they don't know how sensitive i really am.",0
931702970130894850,happy caterday peeps🐾 https://t.co/1zJmDVwvW2,0
928778521559756800,@Buckeyes4Ever85 sending hugs your way sweetheart💜,0
928778171209588736,"@Buckeyes4Ever85 i don't think i like it, every thing seems so big!",0
928777501123297280,"@LifeOfALez yeh good hun, ive got a damn migraine so its back to bed for me. hope you're well?",0
928776924536508416,@LifeOfALez well thats the best update they have done! thanks for letting me know  i thought my eyes were playing tricks,0
928776217771180033,@LifeOfALez omg when?,0
924991130457980929,@GratzVince me too lol,0
924962188552372224,me: when someone wants me to open up https://t.co/lBPU84i7kJ,0
923563481818742784,"@Lib_fallenangel @beyondxdarkness omg! someone thought of me, bless your beautiful soul, hope you're well my friend?",0
921908377428430848,@FastingforLife I swear you speak my words and thoughts💜,0
921589792743104512,"@oldlostsock no its not at all, something needs to change because you'll end having nervous break down",0
921173950960254977,@SparkyyXx you tricked me! i thought it was sparky!💜,0
921173505885970432,"@SparkyyXx sparky's licking his back again, have you noticed anything? so cute sparky welcomes you home.💜",0
921070835028279297,@kdc_goth geez that sounds extremely confusing,0
920984436853809155,"@Buckeyes4Ever85 you called me a friend..., that warmed my heart as you've become such a supportive and caring frie… https://t.co/yilNYXCYZT",0
920926430715830272,@Buckeyes4Ever85 speechless.. just wow!! and finished with stone cold!,0
920868224610082818,@Buckeyes4Ever85 goodnight sweetheart. 💜,0
920866691218681856,"@KarenKts11 sorry to here your're struggling,  sending love and hugs your way hun,  always here to talk dm any time. 💜",0
920864844382814208,@Buckeyes4Ever85 the bloody power went out and ive only got 13% battery life ffs,0
920864621275127808,@Buckeyes4Ever85 aww bless you hun😘❤,0
920859192147066880,"@Buckeyes4Ever85 back to watching simply complicated.  now i know where ""stay strong"" comes from",0
920858755708760064,@Buckeyes4Ever85 fxck your're good lol,0
920855663399510016,@Buckeyes4Ever85 i've started watching her simply complicated video..,0
920849801096208384,@CraigDurhamJr sometimes i really wonder if that's true.,0
920849504466649089,"@Buckeyes4Ever85 she's not very well know in my country. i also downloaded ""stone cold"" she's got a great powerful voice.",0
920845663281102848,@CraigDurhamJr yeah it truly is..🐱,0
920845495836188672,@Buckeyes4Ever85 love it! just downloaded it💜,0
920664439182974976,@FastingforLife *it,0
920664031819546625,@LifeOfALez so nice to see you on my time line💜,0
920662404869922817,@Wolvianna sending hugs your way hun💜,0
920661497046384645,"@FastingforLife you're right, but people just don't get and its frustrating",0
920647513010348032,@FastingforLife *hun,0
920575345757110272,"@FastingforLife fxck i know exactly that feeling gun, I'm so sorry you have to go through it too. its like grieving the alive💜",0
918527788814032896,@TheBestJenXx well my off still stands if you need anything,0
918526933691916288,@TheBestJenXx I'll check the delivery prices because I can send you a year ( they come in 12 months) flee and wormi… https://t.co/LzSeSV2wA1,0
918525445791891456,@TheBestJenXx sparky myfavorite family member until I get my 2 then you'll be equal. love you sparky. oh did you fi… https://t.co/VrWTSDwVnd,0
918524261970599936,@TheBestJenXx omg every second until I have no followers left lol,0
918523731026182144,"@TheBestJenXx cats too, I would also like to get the cat that has had the worst life before entering the shelter",0
918522176386375680,@TheBestJenXx lol all cats are pains but we love them. my heart goes out to the kitten shelter they need the most l… https://t.co/H7jAeAPuYo,0
918521186266390528,"@TheBestJenXx so true! thinking of getting kitten, tho not sure if I want a pure bred British blue or a kitten from… https://t.co/PoDoxzWZhl",0
918519796622180352,@TheBestJenXx thanks hun at least a simple phone/one can lift your spirits,0
918519507097808896,@TheBestJenXx trust me I've smashed a few phones in the last couple of months,0
918519342320332800,@TheBestJenXx where what apps now I'm too happy😅,0
918517593148755968,@TheBestJenXx I wish I could draw and like there's over 100 colors and sparkles,0
918516295712227329,@TheBestJenXx you can do your own fifs I'm excited,0
918516153843986434,@trshmsv it comes with a pen and you can created your own gifs,0
918515935660486656,@TheBestJenXx omg so much better I just love the pen!,0
916967949751042048,@iamjeanius ily too💜,0
916792207293636608,"@iamjeanius Of course you are my friend, you're genuine and you have a beautiful soul.💘❤💓💔💕💖💗💙💚❣💟💞💝🖤",0
916681719335370752,@rihitbetterfent Thankyou for your kind words.,0
916661364738859008,@CraigDurhamJr So relatable🤐,0
916660860054937600,@rihitbetterfent Bless you for your kind words.💜,0
916484709978214400,"@iamjeanius Its a pleasure, you're my friend its been 5 years on twitter",0
916479136968859649,@iamjeanius sorry to here you're stuggling if you ever want to vent DM me  any tima💜.,0
916431528250400768,@iamjeanius Hope you're okay sweetheart?,0
916387742484795392,@SparkyyXx thats good to know I was a little worried💜,0
916344497344200704,@SparkyyXx Hope you're okay him?,0
916224812552396800,@cessywap People do care for you💜,0
916217003714605057,@oldlostsock @Lib_fallenangel Relatable🙁,0
916190173548834816,@skinnyanorexic sending you lots of hugs ily 😚💜 xx,0
895642802209472512,"@FastingforLife still.... he shouldn't be mad at you, she came to you in confidence... that's what loyalty is all a… https://t.co/qcf2InhmBJ",0
895641583931883522,"@melancholia_x wow, i'm speechless your hair is so on point. you both are absolutely beautiful😺💜",0
895325537727533056,"@SparkyyXx you're not at all selfish, but you must remember to take time out for just you💜",0
895314272422514688,@SparkyyXx sorry you're struggling with anxiety today hun💜,0
895024463716139008,@FastingforLife yes we do. i'm always here if you need to talk or vent💜,0
895021065386078208,@FastingforLife that's a very true statement hun.,0
895018142497243137,"@deaxdx i'm doing okay, how about you?",0
894913103413911556,@purging_princes just reading that gave me the shivers. you're one strong lady hun💜,0
894902162999828480,"@melancholia_x that was me today too, its worth it when you get your hands on them lol",0
894845448476807168,@HerSkinnyDiary so happy for you hun! and you're not a psycho just misunderstood just like me💜,0
893883665561800705,@Whisper2Mi yeah it kinda sucks💜,0
890555623158431748,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",0
883588305111048193,"@Prettyinthin know the feeling well, being house bound because of my social anxiety.. makes my depression worse.",0
882865656516886528,i already know i’m not good enough.,0
882857702195474433,sleeping is so hard when you can't stop thinking.,0
882069450928791552,"i'm not the same anymore. i'll admit it, a lot of shit got to me.",0
881570327477669888,social anxiety sucks. you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,0
881544884271726594,i say sorry a lot because i secretly feel that everything is my fault.,0
833660222023442432,"it sucks, doesn't it? feeling like you're not good enough, no matter how hard you try.",0
833198735286898688,"depression isn't always sadness, it can also be emptiness, anger, tiredness or loneliness. sometimes a cry for help isn't so visible..",0
833183115753328640,"do you ever feel physically sick because you know you're not good enough for anyone and can't do anything right, no matter how hard you try.",0
833159293532639233,i wish someone was afraid to lose me i'm always scared of losing people that i love but i doubt anyone would fight to keep me in their life.,0
831488867609899008,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",0
823516773903253505,"sometimes i'm disappointed in myself, because i know i'm better than the choices i make and the things i choose to deal with.",0
823516395375726592,i've been apologizing all my life for who i am. for loving too deeply. for speaking too loudly. for being too passionate. i'm just so done.,0
823440038889328641,"you can only be so strong for so long until you reach a point where you break physically, mentally, emotional.",0
821171673084764161,"my biggest mistake ever is thinking that people care for me as much as i do for them, but in reality it's almost always one sided.",0
818111584027348995,"i don't tweet for sympathy, or attention i express my thoughts and feelings. this is my outlet where i can say stuff without feeling judged.",0
818102729130188802,when i die dont go to my grave and sit there telling me how much you love and miss me those are the things i needed to hear when i was alive,0
815957694334976000,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",0
815952651934310400,"i overthink a lot, i'm sensitive and clingy but i really do try my hardest to be good enough so i'm sorry if that's not enough.",0
810123450853433344,"do you ever just sit there and realize that you mean nothing to anyone and you start feeling lost, alone, and unloved, and truly unwanted.",0
809746306348351488,"she pretends like nothing happened because she wants people to see her strong only she knows how painful, emotionaly, mentally she really is",0
808329776645619712,i say sorry a lot because i secretly feel that everything is my fault.,0
807259803642757120,"being sad for no reason is worse than being sad for a reason, because there's absolutely nothing you can do to make yourself feel better.",0
784152586685288450,i prefer to distance myself whenever im mad because i turn into the most heartless person you'll ever meet and you're going hate me for that,0
784083950436093953,"every single time i put myself back together again, i watch myself fall apart once again and every single time is worse than the time before",0
756143859424370688,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",0
754987855814864896,"""why are you sad?""
""i don't know""
""no reason?""
""oh no there are plenty of reasons, i'm just not really sure which one it is this time""",0
754261712560279552,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,0
749915835448176640,"she might be laughing but deep inside she's hurting, she's trying to get her mind off things that make her upset by pretending to be fine.",0
749869790924124161,#GrowingUpWithAnxiety i literally notice the smallest of changes in how people treat me and i overthink into thinking everyone hates me.,0
748943906516062208,#GrowingUpWithAnxiety you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,0
748934716632342528,"#GrowingUpWithAnxiety people thinking you're rude, or always in a bad mood.",0
748897801648508928,"it's easier just to say ""i’m fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",0
741457887600345088,do you ever just make up scenarios in your head that you know will never happen but it makes you so happy so you just keep on imagining them,0
741443750308646912,"""oh ok"" actually means my heart just got ripped into a million pieces but i won't tell you because you wouldn’t care how i feel anyway.",0
738757407031975937,"i never really know where i stand in some people's life... one minute they treat me like i'm something special, then nothing the next.",0
738638040126480384,the worst feeling is when you find out you didn't mean as much to someone as you thought you did and you look so stupid for caring too much.,0
738562725614256128,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,0
